Course_Title,Degree_Level,Course_Domain,Start_Date,End_Date,Course_Link
Minor Illness Level 6 (April) (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/minor-illness-level-6-april-health-cpd
Mental Health Across the Lifespan Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/mental-health-across-the-lifespan-level-7-health-cpd
Mental Health Across the Lifespan Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/mental-health-across-the-lifespan-level-6-health-cpd
Medicines Reconciliation Skills,SHORT COURSE,HEALTH SCIENCES,JANUARY 2023,JANUARY 2023,https://www.uea.ac.uk/course/short-course/medicines-reconciliation-skills
Medicines Management Skills,SHORT COURSE,HEALTH SCIENCES,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/short-course/medicines-management-skills
Medicine Administration for Carers,SHORT COURSE,HEALTH SCIENCES,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/medicine-administration-for-carers
Managing Yourself and Leading Others Level 7 January (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/managing-yourself-and-leading-others-level-7-health-cpd
Managing Yourself and Leading Others Level 6 January (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/managing-yourself-and-leading-others-level-6-health-cpd
Managing Change in a Healthcare Environment,SHORT COURSE,HEALTH SCIENCES,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/managing-change-in-a-healthcare-environment
Long Term Conditions Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/long-term-conditions-level-7-health-cpd
Long Term Conditions Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/long-term-conditions-level-6-health-cpd
Leading Teaching Learning and Assessment in Clinical Education Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/leading-teaching-learning-and-assessment-in-clinical-education-level-7-health-cpd
Interventional Radiology Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/interventional-radiology-level-7-health-cpd
Interventional Radiology Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/interventional-radiology-level-6-health-cpd
Intensive Neonatal Care Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/intensive-neonatal-care-level-6-health-cpd
Independent Prescribing NMC Level 7 (April) (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/independent-prescribing-nmc-level-7-april-health-cpd
Independent Prescribing HCPC Level 7 (January) (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/independent-prescribing-hcpc-level-7-january-health-cpd
Independent Prescribing HCPC Level 7 (April) (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/independent-prescribing-hcpc-level-7-april-health-cpd
Identifying Food Fraud,SHORT COURSE,HEALTH SCIENCES,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/identifying-food-fraud
Human Factors in a Healthcare Environment,SHORT COURSE,HEALTH SCIENCES,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/human-factors-in-a-healthcare-environment
Help to Grow: Management,SHORT COURSE,HEALTH SCIENCES,SEPTEMBER 2024,SEPTEMBER 2024,https://www.uea.ac.uk/course/short-course/htg3award-help-to-grow-management
History Preparation for Undergraduate Study (Bridge Course),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/history-preparation-for-undergraduate-study-bridge-course
High Dependency Neonatal Care Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/high-dependency-neonatal-care-level-7-health-cpd
High Dependency Neonatal Care Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/high-dependency-neonatal-care-level-6-health-cpd
GP Training-Goal-setting for Patients Living with Multimorbidity,SHORT COURSE,HEALTH SCIENCES,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/gp-training-goal-setting-for-patients-living-with-multimorbidity
Foundations of Neonatal Care Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/foundations-of-neonatal-care-level-7-health-cpd
Foundations of Neonatal Care Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/foundations-of-neonatal-care-level-6-health-cpd
Foundations of End of Life Care Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/foundations-of-end-of-life-care-level-7-health-cpd
Foundations of End of Life Care Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/foundations-of-end-of-life-care-level-6-health-cpd
Final Accuracy Checking Pharmacy Technician - ACPT,SHORT COURSE,HEALTH SCIENCES,OCTOBER 2023,OCTOBER 2023,https://www.uea.ac.uk/course/short-course/final-accuracy-checking-pharmacy-technician-acpt
Facilitating Clinical Research in Practice Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/facilitating-clinical-research-in-practice-level-7-health-cpd
Facilitating Clinical Research in Practice Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/facilitating-clinical-research-in-practice-level-6-health-cpd
Environmental Justice,SHORT COURSE,HEALTH SCIENCES,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/environmental-justice
Enhancing Teaching Learning and Assessment in Clinical Education Level 7 (Health CPD),SHORT COURSE,HEALTH SCIENCES,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/enhancing-teaching-learning-and-assessment-in-clinical-education-level-7-health-cpd
Enhanced Clinical Assessment Level 6 (Health CPD),SHORT COURSE,HEALTH SCIENCES,SEPTEMBER 2023,SEPTEMBER 2023,https://www.uea.ac.uk/course/short-course/enhanced-clinical-assessment-level-6-health-cpd
End-of-Life Care for People with Dementia,SHORT COURSE,HEALTH SCIENCES,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/end-of-life-care-for-people-with-dementia
Effective Questioning for Call Handlers,SHORT COURSE,HEALTH SCIENCES,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/effective-questioning-for-call-handlers
Dysphagia-Swallowing Difficulties and Medicines,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/dysphagia-swallowing-difficulties-and-medicines
Developing Professional Leadership,SHORT COURSE,MEDICINE,FEBRUARY 2023,FEBRUARY 2023,https://www.uea.ac.uk/course/short-course/developing-professional-leadership
Continuing Professional Development (CPD) for registered pharmacists,SHORT COURSE,MEDICINE,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/short-course/continuing-professional-development-for-registered-pharmacists
Clinical Supervision-Teaching and Facilitating Learning,SHORT COURSE,MEDICINE,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/clinical-supervision-teaching-and-facilitating-learning
Clinical Supervision-Planning Your Professional Development,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/clinical-supervision-planning-your-professional-development
Clinical Supervision-Assessing and Providing Feedback,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/clinical-supervision-assessing-and-providing-feedback
Clinical Decision Making Level 7 (Health CPD),SHORT COURSE,MEDICINE,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/clinical-decision-making-level-7-health-cpd
Clinical Decision Making Level 6 (Health CPD),SHORT COURSE,MEDICINE,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/clinical-decision-making-level-6-health-cpd
CBT with Older People,SHORT COURSE,MEDICINE,JULY 2024,JULY 2024,https://www.uea.ac.uk/course/short-course/cbt-with-older-people
Cardiac Catheterisation Laboratory Practice Level 7 (Health CPD),SHORT COURSE,MEDICINE,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/cardiac-catheterisation-laboratory-practice-level-7-health-cpd
Cardiac Catheterisation Laboratory Practice Level 6 (Health CPD),SHORT COURSE,MEDICINE,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/cardiac-catheterisation-laboratory-practice-level-6-health-cpd
Biochemistry-the Molecules of Life,SHORT COURSE,MEDICINE,JULY 2023,JULY 2023,https://www.uea.ac.uk/course/short-course/biochemistry-the-molecules-of-life
Assessed and Support Year in Employment (ASYE) (Essex),SHORT COURSE,SOCIAL WORK,DECEMBER 2023,DECEMBER 2023,https://www.uea.ac.uk/course/short-course/assessed-and-support-year-in-employment-asye-essex
Advancing Practice in Dementia Care Level 6 (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advancing-practice-in-dementia-care-level-6-health-cpd
Advanced Stoma Care Level 7 (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-stoma-care-level-7-health-cpd
Advanced Practice in Mental Health Level 7 (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-practice-in-mental-health-level-7-health-cpd
Advanced Learning Disability Practice Level 7 (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-learning-disability-practice-level-7-health-cpd
Advanced Communication Skills Training,SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-communication-skills-training
Advanced Clinical Assessment Level 7 January (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-clinical-assessment-level-7-january-health-cpd
Advanced Burn Care Level 7 January (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-burn-care-level-7-january-health-cpd
Advanced Burn Care Level 6 January (Health CPD),SHORT COURSE,SOCIAL WORK,JANUARY 2024,JANUARY 2024,https://www.uea.ac.uk/course/short-course/advanced-burn-care-level-6-january-health-cpd
Acute Clinical Deterioration in Adults Level 6 (Health CPD),SHORT COURSE,SOCIAL WORK,APRIL 2024,APRIL 2024,https://www.uea.ac.uk/course/short-course/acute-clinical-deterioration-in-adults-level-6-health-cpd
ACPT Educational Supervisor Training,SHORT COURSE,SOCIAL WORK,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/short-course/acpt-educational-supervisor-training
SENSS student-led ESRC PhD studentships,SHORT COURSE,SOCIAL WORK,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/senss-student-led-esrc-phd-studentships
Professional Doctorate in Health and Social Care-ProfD HaSC,PHD DOCTORATE,HEALTH SCIENCES,OCTOBER 2025,OCTOBER 2025,https://www.uea.ac.uk/course/phd-doctorate/professional-doctorate-in-health-and-social-care-profd-hasc
Postgraduate Research in Social Work,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-social-work
Postgraduate Research in Psychology,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-psychology
Postgraduate Research in Politics,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-politics
Postgraduate Research in Philosophy,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-philosophy
Postgraduate Research in Pharmacy,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2024,JUNE 2024,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-pharmacy
Postgraduate Research in Medicine,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-medicine
Postgraduate Research in Mathematics,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-mathematics
Postgraduate Research in Literature,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-literature
Postgraduate Research in Law,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-law
Postgraduate Research in Language and Communication Studies,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-language-and-communication-studies
Postgraduate Research in History,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-history
Postgraduate Research in Health Sciences,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-health-sciences
Postgraduate Research in Global Development,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-global-development
Postgraduate Research in Environmental Sciences,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-environmental-sciences
Postgraduate Research in Engineering,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-engineering
Postgraduate Research in Education and Lifelong Learning,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2024,JUNE 2024,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-education-and-lifelong-learning
Postgraduate Research in Creative Writing,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-creative-writing
Postgraduate Research in Computing Sciences,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-computing-sciences
Postgraduate Research in Clinical Psychology,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-clinical-psychology
Postgraduate Research in Chemistry,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-chemistry
Postgraduate Research in Business and Management,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-business-and-management
Postgraduate Research in Biological Sciences and Medicine at the Norwich Bioscience Institutes,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-biological-sciences-and-medicine-at-the-norwich-bioscience-institutes
Postgraduate Research in Biological Sciences,PHD DOCTORATE,HEALTH SCIENCES,JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-biological-sciences
Postgraduate Research in American Studies,PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",JUNE 2023,JUNE 2023,https://www.uea.ac.uk/course/phd-doctorate/postgraduate-research-in-american-studies
"Winter is coming, but is it timely for plants? Circadian regulation of plant adaptation to climate change (DODD_J24DTP)",PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-winter-is-coming-but-is-it-timely-for-plants-circadian-regulation-of-plant-adaptation-to-climate-change-doddj24dtp-
Windstorms and atmosphere-ocean coupling around Greenland in a changing climate (RENFREW_UENV24ARIES),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-windstorms-and-atmosphere-ocean-coupling-around-greenland-in-a-changing-climate-renfrewuenv24aries
Where did all the carbon go? – Providing the knowledge for blue carbon credit schemes (NOLTE_UENV24ARIES),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-where-did-all-the-carbon-go--providing-the-knowledge-for-blue-carbon-credit-schemes-nolteuenv24aries-
Wave-Structure Interaction with Uncertainties (KORBOKINA_U24SCI),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-wave-structure-interaction-with-uncertainties-korbokinau24sci-
"Vitamin B12 form, function and deficiency (WARREN_Q24DTP)",PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-vitamin-b12-form-function-and-deficiency-warrenq24dtp-
Utilisation of pharmaceutical 3D and 4D printing for AI driven personalised medicine manufacturing (QIS_U24SCI),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-utilisation-of-pharmaceutical-3d-and-4d-printing-for-ai-driven-personalised-medicine-manufacturing-qisu24sci-
Using synthetic biology to make new anticancer compounds (TRUMAN_J24DTP),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-using-synthetic-biology-to-make-new-anticancer-compounds-trumanj24dtp-
Using novel techniques to understand biological controls on volatile sulfur in the ocean (HOPKINS_UPML24ARIES),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-using-novel-techniques-to-understand-biological-controls-on-volatile-sulfur-in-the-ocean-hopkinsupml24aries-
Using cryo-EM and biophysics to understand how bacterial photosynthesis powers a range of cellular processes (SWAINSBURY_U24DTP),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-using-cryo-em-and-biophysics-to-understand-how-bacterial-photosynthesis-powers-a-range-of-cellular-processes-swainsburyu24dtp-
Unveiling a key enzyme in global sulfur cycling (TODD_U24DTP),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-unveiling-a-key-enzyme-in-global-sulfur-cycling-toddu24dtp
Unravelling why some brassicas like it hot – a computational and genetic dissection of flowering time and heat stress (MORRIS_J24DTP),PHD DOCTORATE,"ART, MEDIA AND AMERICAN STUDIES",OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-unravelling-why-some-brassicas-like-it-hot--a-computational-and-genetic-dissection-of-flowering-time-and-heat-stress-morrisj24dtp-
"Understanding wheat take-all infection spread, chemical resistance and biocontrol (HALL_E24DTP2)",PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-wheat-take-all-infection-spread-chemical-resistance-and-biocontrol-halle24dtp2-
Understanding the role of dietary restriction in enhancing healthy lifespan (MAKLAKOVA_U24SCI),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-the-role-of-dietary-restriction-in-enhancing-healthy-lifespan-maklakovau24sci-
Understanding the mechanisms of flea beetle resistance in white mustard (WELLS_J24CASE),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-the-mechanisms-of-flea-beetle-resistance-in-white-mustard-wellsj24case-
"Understanding river pollution and its impacts on the past, present and future health of marine ecosystems (GREENWOOD_UENV24ARIES)",PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-river-pollution-and-its-impacts-on-the-past-present-and-future-health-of-marine-ecosystems-greenwooduenv24aries
Understanding piezo1 and cytoskeletal crosstalk during vascular smooth muscle ageing (WARREND_U24SCI),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-piezo1-and-cytoskeletal-crosstalk-during-vascular-smooth-muscle-ageing-warrendu24sci-
Understanding new ways that pathogenic streptococci resist intoxication by Cu and Zn (SULLIVAN_U24DTP),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-new-ways-that-pathogenic-streptococci-resist-intoxication-by-cu-and-zn-sullivanu24dtp-
Understanding how production of DMSP by plants affects global sulfur cycling (MILLER_UBIO24ARIES),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-how-production-of-dmsp-by-plants-affects-global-sulfur-cycling-millerubio24aries
Understanding and Enhancing Cytochrome Biowires (BUTT_U24DTP),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-understanding-and-enhancing-cytochrome-biowires-buttu24dtp-
Under pressure: Investigating the turgor-sensing complex of the rice blast fungus Magnaporthe oryzae (TALBOT_S24DTP),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-under-pressure-investigating-the-turgor-sensing-complex-of-the-rice-blast-fungus-magnaporthe-oryzae-talbots24dtp-
To determine the mechanism by which passive immunity to gp40 protects against cryptosporidiosis (TYLER_U24MMBC),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-to-determine-the-mechanism-by-which-passive-immunity-to-gp40-protects-against-cryptosporidiosis-tyleru24mmbc
There is more than meet the eye: reconstruction of isoform level regulatory networks in the human brain (HAERTY_E22DTPR),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-there-is-more-than-meet-the-eye-reconstruction-of-isoform-level-regulatory-networks-in-the-human-brain-haertye22dtpr
The role of trees in maintaining biodiversity resilience and habitat connectivity in agricultural landscapes (DAVIESRICHARD_UBIO24ARIES),PHD DOCTORATE,BIOLOGICAL SCIENCES,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-role-of-trees-in-maintaining-biodiversity-resilience-and-habitat-connectivity-in-agricultural-landscapes-daviesrichardubio24aries
The role of the extracellular matrix in cardiomyocyte developmental (SMITH_U24DTP1),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-role-of-the-extracellular-matrix-in-cardiomyocyte-developmental-smithu24dtp1-
The role of light-driven proton pumps (Microbial Rhodopsins) in algae (MOCK_U24DTP),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-role-of-light-driven-proton-pumps-microbial-rhodopsins-in-algae-mocku24dtp
The role of Black Carbon in the Southern Ocean carbon cycle (MANNO_UBAS24ARIES),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-role-of-black-carbon-in-the-southern-ocean-carbon-cycle-mannoubas24aries-
The message in the noise: characterisation and quantification of noise in alternative splicing in the brain (HAERTY_E24DTP),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-message-in-the-noise-characterisation-and-quantification-of-noise-in-alternative-splicing-in-the-brain-haertye24dtp
The Meissner effect in neutron stars (LANDERS_U24SCI),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-meissner-effect-in-neutron-stars-landersu24sci
The genomic architecture of sexual conflict (GRIESHOP_U24DTP),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-genomic-architecture-of-sexual-conflict-grieshopu24dtp-
The dynamics and thermodynamics of convectively coupled equatorial waves (MATTHEWS_UENV24ARIES),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-the-dynamics-and-thermodynamics-of-convectively-coupled-equatorial-waves-matthewsuenv24aries
ThAnoS: thiopeptide antibiotics biosynthesis (GHILAROV_J24DTP),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-thanos-thiopeptide-antibiotics-biosynthesis-ghilarovj24dtp-
Taking back control of the immune system (BEEKMANA_U24SCI),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-taking-back-control-of-the-immune-system-beekmanau24sci-
Sustainable protein production for therapeutic and biotechnological applications (WILKINSON_J24CASE),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-sustainable-protein-production-for-therapeutic-and-biotechnological-applications-wilkinsonj24case-
Superpowers of a superbug: genomic signatures of pathogen evolution in antibiotic resistant Acinetobacter (EVANSB_U24FMH),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-superpowers-of-a-superbug-genomic-signatures-of-pathogen-evolution-in-antibiotic-resistant-acinetobacter-evansbfmh
Stability conditions in representation theory (GRANTJ_U24SCI),PHD DOCTORATE,MEDICINE,OCTOBER 2024,OCTOBER 2024,https://www.uea.ac.uk/course/phd-doctorate/phd-stability-conditions-in-representation-theory-grantju24sci-
